TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,Source,DeltaSeconds,Text,Location,StateProvince,Country,City,hasLocation,hasStateProvince,hasCountry,hasCity,hasTime,hasCriminal,hasDuration,hasDate,hasOrganization,hasDeath,hasMoney,hasIdeology,hasNumber,hasReligion,hasPerson,hasSet
503642988522647552,Sun Aug 24 20:40:20 +0000 2014,957,1124,True,31592,2097,0,1,1,False,sympathy_and_emotional_support,753,0,MobileApp,3,RT @JSimrock: Thinking of all those dealing with the aftermath of the earthquake in California.,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503642996584513536,Sun Aug 24 20:40:22 +0000 2014,2482,1160,False,71166,3587,0,1,1,False,not_related_or_irrelevant,96,0,Client Web,5,Did God Send Earthquake Because California Ship Workers DenyÂ Israel http://t.co/4md1LfhE7z,None,california,israel,None,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
503643003508883458,Sun Aug 24 20:40:23 +0000 2014,105,264,False,4518,1418,0,1,1,False,not_related_or_irrelevant,101,0,MobileApp,6,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/buyrmiykwI,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643042926977025,Sun Aug 24 20:40:33 +0000 2014,154,293,False,16636,2210,0,1,0,False,sympathy_and_emotional_support,18,0,MobileApp,16,"I really like graphs, and this one is pretty good - The Napa earthquake woke this many Jawbone Up wearers http://t.co/cOq1hljgjM",None,None,None,napa,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
503643045867188224,Sun Aug 24 20:40:34 +0000 2014,1642,2058,False,240870,2274,0,1,0,False,not_related_or_irrelevant,435,0,Client Web,17,"RT @EditInfluence: Top story: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC http://t.co/xqp2iRgIKw, see more http:/â€¦",None,california,None,None,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False
503643081066184704,Sun Aug 24 20:40:42 +0000 2014,345,57,False,4662,2412,0,0,1,False,sympathy_and_emotional_support,0,0,Facebook,25,Prayers to all affected by napaearthquake  this morning http://t.co/2Vmz353lCf,None,None,None,None,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
503643124787609600,Sun Aug 24 20:40:52 +0000 2014,1488,750,True,100637,2419,1,0,0,False,donation_needs_or_offers_or_volunteering_services,3007,0,MobileApp,35,"Full statement by Napa Valley Vintners on new earthquake relief find, with link for making donations: http://t.co/KuWzMz5zpV via  NapaRegis",None,None,None,None,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
503643126683009025,Sun Aug 24 20:40:53 +0000 2014,3818,5070,False,28987,3304,1,3,1,True,not_related_or_irrelevant,3,0,MobileApp,36,RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643158580690944,Sun Aug 24 20:41:00 +0000 2014,774,3215,True,101428,3364,0,1,1,False,not_related_or_irrelevant,141,0,MobileApp,43,RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643164834803712,Sun Aug 24 20:41:02 +0000 2014,250,960,False,3702,3152,0,1,0,False,sympathy_and_emotional_support,41,0,Client Web,45,"""ELCA offers prayers for those affected by California earthquake"" via @ELCANews http://t.co/80awJvXtvj UNYS",None,california,None,None,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
503643166453825537,Sun Aug 24 20:41:02 +0000 2014,187,69,False,23846,3585,2,1,1,False,donation_needs_or_offers_or_volunteering_services,172,0,Tablet,45,RT @vjotimesherald: BOE announces emergency tax relief for business owners affected by South Napa Earthquake http://t.co/Td6okCs7jR,None,None,None,None,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
503643171327602689,Sun Aug 24 20:41:03 +0000 2014,34,274,True,382,2293,0,1,1,False,not_related_or_irrelevant,0,0,MobileApp,46,Earthquake Blacks Out California http://t.co/BInjnRISq2,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643171775983616,Sun Aug 24 20:41:04 +0000 2014,178,419,True,2813,2038,1,2,0,False,sympathy_and_emotional_support,17,0,MobileApp,47,RT @Hunter_2_Fast: Sending my thoughts out to Napa County firefighters I've met from Cal Fire LNU out working the quake today praying for yâ€¦,county,None,None,napa,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False
503643181620015104,Sun Aug 24 20:41:06 +0000 2014,115,458,False,1378,3317,1,2,0,False,donation_needs_or_offers_or_volunteering_services,5,0,MobileApp,49,"RT @AdamSchefter: Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from Sunâ€¦",None,None,None,None,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True
503643190864257024,Sun Aug 24 20:41:08 +0000 2014,1828,2375,False,36682,2534,0,1,1,False,sympathy_and_emotional_support,0,0,Developer,51,RT @TheEllenShow: Hoping that everyone involved in the Napa earthquake is okay. Thank you to all the incredible rescue workers.,None,None,None,napa,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
503643192734916608,Sun Aug 24 20:41:09 +0000 2014,11192,937,False,7150,3342,0,0,0,False,not_related_or_irrelevant,0,0,MobileApp,52,RT @mamamellet: @troyesivan @tyleroakley what's going on California? Did you feel the quake at all?,None,california,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643216424357888,Sun Aug 24 20:41:14 +0000 2014,66,30,False,102040,1585,0,0,0,False,sympathy_and_emotional_support,0,0,Twitterfeed,57,RT @THEguywilson: Sending thoughts and prayers to all those affected by the earthquake. Napa NapaEarthquake,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
503643218278240256,Sun Aug 24 20:41:15 +0000 2014,41,0,False,100018,1750,0,0,0,False,not_related_or_irrelevant,0,0,Twitterfeed,58,RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643219885031424,Sun Aug 24 20:41:15 +0000 2014,13643,2175,True,14009,2973,0,0,0,True,not_related_or_irrelevant,1,0,MobileApp,58,California begins quake clear-up http://t.co/X2bDsnE22i TopNews,None,california,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643220949991424,Sun Aug 24 20:41:15 +0000 2014,1822,1862,False,60093,2728,0,0,1,False,not_related_or_irrelevant,0,0,Twitterfeed,58,"Rest easy, oenophiles: Napa Valley quake wonâ€™t spike price of California wine http://t.co/KcAyoPRfS8 stocks",None,california,None,valley,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
503643221218824192,Sun Aug 24 20:41:15 +0000 2014,774,1285,True,2351,1422,0,2,0,False,not_related_or_irrelevant,9,0,Client Web,58,"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictiona... http://t.co/hN1MFwPSSf",None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643222598356992,Sun Aug 24 20:41:16 +0000 2014,147,0,False,162727,1481,0,0,1,False,donation_needs_or_offers_or_volunteering_services,0,0,OtherSite,59,"RT @Hawk_Wakawaka: A look at Napa after the earthquake, how to help.   http://t.co/rwJIOSR0kf wine winelover",None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643253875286016,Sun Aug 24 20:41:23 +0000 2014,10,160,True,683,1394,0,2,0,False,not_related_or_irrelevant,409,0,MobileApp,66,RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll http://t.â€¦,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
503643274926518272,Sun Aug 24 20:41:28 +0000 2014,298,290,True,17569,2144,2,1,0,False,not_related_or_irrelevant,4542,0,MobileApp,71,RT @Johnny_Platanos: â€œ@bgittleson: This photo is very California. napa earthquake http://t.co/23j8e2d9qpâ€ hella rad,None,california,None,None,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
503643285572055042,Sun Aug 24 20:41:31 +0000 2014,52,617,True,121,3112,0,1,0,False,not_related_or_irrelevant,661,0,MobileApp,74,"RT @weknowwhatsbest: Immediately after vacation, the First Couple will spend a few nights in Wine Country California to inspect any possiblâ€¦",country,california,None,None,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
503643291150458880,Sun Aug 24 20:41:32 +0000 2014,2273,539,False,76889,2558,3,1,1,False,donation_needs_or_offers_or_volunteering_services,0,0,UnofficialApps,75,GIVE WHERE YOU LIVE: How to help Bay Area earthquake victims via @abc7newsbayarea http://t.co/VHITwbMes2,area,None,None,bay,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
503643293406609409,Sun Aug 24 20:41:33 +0000 2014,3266,1481,False,2763,3374,0,1,0,True,donation_needs_or_offers_or_volunteering_services,30,0,Client Web,76,RT @TheAcademicWino: Affected by the napaearthquake and need help? Want to volunteer to help?  please use this forum to connect: plz RT htâ€¦,None,None,None,None,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
503643304790360065,Sun Aug 24 20:41:35 +0000 2014,2850,302,False,88768,2643,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,78,RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643306291896320,Sun Aug 24 20:41:36 +0000 2014,3954,737,True,57418,3062,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,79,RT @JustinChungArt: Bad: Yesterday's California quake messed up my shelves. Good: Had reason to redo my action figure display. sanfranciâ€¦,None,california,None,None,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
503643306971398144,Sun Aug 24 20:41:36 +0000 2014,8064,610,False,82465,3038,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,79,Damaged chimney being taken down before it falls. napaquake @kron4news http://t.co/MknwolWZkW,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643307071639552,Sun Aug 24 20:41:36 +0000 2014,2726,656,True,2295,2447,1,1,1,False,not_related_or_irrelevant,1,0,Developer,79,"Right now in California - System, funding, quake, earthquake, country - more at http://t.co/B0P3jjKPZ5",None,california,None,None,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
503643312063258625,Sun Aug 24 20:41:37 +0000 2014,1750,316,False,117302,2201,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,80,Technology reveals who slept through Northern California quake - SFGate (blog) http://t.co/SYQHfDFHVR,northern,california,None,None,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643315548323840,Sun Aug 24 20:41:38 +0000 2014,60,175,False,64,1847,2,1,0,False,not_related_or_irrelevant,4542,0,OtherSite,81,MUST SEE: Drone Video Offers Aerial View of Napa Quake Damage http://t.co/JmOKL1Muk8 http://t.co/ZY3CisI5MO,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643323173969920,Sun Aug 24 20:41:40 +0000 2014,4488,868,True,86611,2428,3,1,1,False,sympathy_and_emotional_support,0,0,UnofficialApps,83,@RLSms library and all four campuses basically zero damage.  Our thoughts are with everyone affected by napaquake http://t.co/4wcyu49XPN,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
503643335857569792,Sun Aug 24 20:41:43 +0000 2014,2086,216,False,113609,2956,3,1,1,False,sympathy_and_emotional_support,0,0,UnofficialApps,86,napaquake prayers to all in Napa tonight,None,None,None,napa,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
503643338332180482,Sun Aug 24 20:41:43 +0000 2014,140,3376,False,15695,2649,0,0,0,False,not_related_or_irrelevant,0,0,MobileApp,86,RT @deadlinederek: Inside Staples store. napa quake http://t.co/a9KDEo7xk3,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643339187830784,Sun Aug 24 20:41:44 +0000 2014,505,2642,True,7089,2318,1,1,1,False,not_related_or_irrelevant,25,0,Client Web,87,RT @UTsandiego: Most California photo ever? Maybe. Napa quake images here: http://t.co/q7qNWZRSLS http://t.co/OWBaphu8FZ,None,california,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643342585233408,Sun Aug 24 20:41:44 +0000 2014,658,188,False,11438,2586,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,87,RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll http://t.â€¦,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
503643345496047616,Sun Aug 24 20:41:45 +0000 2014,5298,209,False,37029,2882,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,88,US USNews California earthquake environmentalists California Environmentalists Decry Wildfire Plan http://t.co/ebYdyjw4sL,usnews,california,us,None,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
503643352106299392,Sun Aug 24 20:41:47 +0000 2014,3366,472,False,125077,2609,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,90,RT @verge: The Napa earthquake woke this many Jawbone Up wearers http://t.co/ucqSHtClTD,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643360381652992,Sun Aug 24 20:41:49 +0000 2014,7159,7858,True,228020,2343,0,0,1,False,sympathy_and_emotional_support,0,0,OtherSite,92,RT @OWCalifornia: Thoughts and prayers go out to all those affected by yesterday's earthquake in Napa California http://t.co/Z1YvDWKOvR,None,california,None,napa,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
503643362658750464,Sun Aug 24 20:41:49 +0000 2014,1334,1218,False,5693,2821,1,1,0,False,donation_needs_or_offers_or_volunteering_services,21,0,MobileApp,92,RT @sfchronicle: Will federal aid arrive for napaquake ? http://t.co/KGAoPLr39Q http://t.co/uYJyF3SbT4,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643364827598848,Sun Aug 24 20:41:50 +0000 2014,397,153,True,2498,2059,1,3,1,False,not_related_or_irrelevant,1,0,MobileApp,93,Northern California earthquake: Blue-collar Vallejo hit hard - SFGate http://t.co/yn0KFnpMD3 via @SFGate,northern,california,None,vallejo,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
503643365771341825,Sun Aug 24 20:41:50 +0000 2014,3021,298,False,87750,2272,3,1,1,False,sympathy_and_emotional_support,0,0,UnofficialApps,93,Our thoughts are with all those affected by the napaquake. Wishing friends &amp; businesses quick recoveries. napaearthquake Napa earthquake,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643460797485056,Sun Aug 24 20:42:12 +0000 2014,3627,255,True,46379,2969,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,115,"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictional chaos-theorist Ian Ma...",None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643462370328576,Sun Aug 24 20:42:13 +0000 2014,9087,1880,False,346626,3015,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,116,California skaters turn quake-damaged roads into playland - ... http://t.co/jSEYJfG0Lk  JerryBrown PhotoGettyImages SanFranciscoBay,None,california,None,None,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643463125311488,Sun Aug 24 20:42:13 +0000 2014,1119,265,False,35746,2141,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,116,California earthquake: An Assessment of the Consequences and Preparations for a Catastrophic California Earthquake: F http://t.co/yChG1zVjej,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643466531102720,Sun Aug 24 20:42:14 +0000 2014,1105,499,False,45213,2856,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,117,RT @pradeepto: XKCD predicted the future! http://t.co/vH19rDWPsh earthquake quake SanFrancisco California,sanfrancisco,california,None,None,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
503643467134664704,Sun Aug 24 20:42:14 +0000 2014,1819,176,True,3773,3369,0,1,0,False,donation_needs_or_offers_or_volunteering_services,0,0,Client Web,117,"UCLA Civil and Engineering Department re CA water supply and Napa earthquake... ""We dodged a bullet this time."" http://t.co/zQvCXBaNB6",None,ca,None,napa,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
503643474122788864,Sun Aug 24 20:42:16 +0000 2014,680,214,False,8365,2154,3,1,1,False,sympathy_and_emotional_support,0,0,UnofficialApps,119,RT @TheOrlandoJones: Thoughts &amp; prayers w/ everyone affected by this morning's quake in the Bay Area.,area,None,None,bay,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
503643476207337472,Sun Aug 24 20:42:16 +0000 2014,732,156,False,38024,2150,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,119,RT @preteenager: after the napa earthquake.... i fucking love cali dude http://t.co/5iPDrxVwWF,None,None,None,None,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643477683752961,Sun Aug 24 20:42:16 +0000 2014,3210,200,False,122663,2444,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,119,"USGS: M 2.6 - 22km ENE of Soledad, California: DYFI? - ITime2014-08-26 19:15:44 UTC2014-08... http://t.co/Eo7wOlW2zO earthquake tremor",None,california,None,soledad,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False
503643483442532353,Sun Aug 24 20:42:18 +0000 2014,1080,212,False,88076,2191,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,121,RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643485418037249,Sun Aug 24 20:42:18 +0000 2014,1088,312,True,98193,2432,3,1,1,False,not_related_or_irrelevant,0,0,UnofficialApps,121,RT @bgittleson: This photo is very California. napa earthquake http://t.co/ZChvmbR369,None,california,None,None,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
503643486923403264,Sun Aug 24 20:42:19 +0000 2014,1676,3025,True,7459,2657,0,1,0,False,sympathy_and_emotional_support,38,0,MobileApp,122,"My heart goes out to all of those affected by the Napa quake this weekend.  As a native Southern Californian, I... http://t.co/9i5FCA5PGh",None,None,None,napa,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
503643486956957697,Sun Aug 24 20:42:19 +0000 2014,138,231,True,962,1746,1,1,0,False,donation_needs_or_offers_or_volunteering_services,968,0,Client Web,122,@BacchusCapital THX for RT of napaearthquake  help forum http://t.co/gzOcSq0WUl napaquake,None,None,None,None,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503643490967109632,Sun Aug 24 20:42:20 +0000 2014,255,1570,False,18649,2048,0,1,1,False,donation_needs_or_offers_or_volunteering_services,459,0,MobileApp,123,RT @AGI_Policy: Did you feel yesterday's 6.0 earthquake in CA? Help our friends at @USGS collect data by completing their survey! http://tâ€¦,None,ca,None,None,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
503643491852111872,Sun Aug 24 20:42:20 +0000 2014,642,172,False,29843,2231,3,1,1,False,donation_needs_or_offers_or_volunteering_services,0,0,UnofficialApps,123,RT @2hip4tv: The kids tell me they will donate to The Napa Landmarks to help rebuild the downtown area. napaquake http://t.co/i4m7LfgsIG,None,None,None,None,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
